"Name","Count"
"Mobiliário\03. DORMITORIO\A) CAMAS","4"
"Imperial Library\Imperial Library\Detail Components\Structural\Concrete","4"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Cozinha\Duna Quadratta","4"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Cozinha\Duna Classica","4"
"Cozinha\Liquidificador","4"
"Imperial Library\Detail Components\Div 03-Concrete\031500-Concrete Accessories","4"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Cozinha\Disco","4"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Cozinha\Belle Epoque Tradicional","4"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Cozinha\Aspen","4"
"Imperial Library\Imperial Library\Lighting Fixtures\Exterior","4"
"Libraries\Brazil\Mecânica\MEP\Componentes secundários de ar\Serpentinas","4"
"Área Externa\Bancos","4"
"Metric Library\Annotations\Heating Symbols\Air Ducts & Fittings\Ducts","4"
"Libraries\Brazil\Itens de detalhe\Div 06-Madeira e plástico\06100-Carpintaria bruta\06160-Revestimento","4"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\Monocomandos Vogue Plus","4"
"Mobiliário\Camas e Berços\Cama casal","4"
"Comp de det\Div 02-Preparação do terreno\02700-Bases, lastros e pavimentos\02780-Paralelepípedos unitários","4"
"MESAS E CADEIRAS\cadeira 7","4"
"Iluminação\Arquitetura\Externo","4"
"Libraries\US Metric\Pipe\Valves\Pressure Regulating Valves","4"
"Sprinklers","4"
"Libraries\US Metric\Plumbing\Architectural\Fixtures\Bathtubs","4"
"Sofas e Poltronas\Poltrona","4"
"Esquadrias\PORTAS PAREDE CORTINA","4"
"Libraries\US Metric\Plumbing\Architectural\Fixtures\Water Closets","4"
"Libraries\US Metric\Plumbing\MEP\Equipment\Connectors","4"
"Libraries\US Metric\Plumbing\MEP\Fixtures\Appliances","4"
"Libraries\US Metric\Plumbing\MEP\Fixtures\Bathtubs","4"
"Libraries\US Metric\Plumbing\MEP\Fixtures\Connectors","4"
"Libraries\US Metric\Plumbing\MEP\Fixtures\Lavatories","4"
"Esquadrias\MONTANTES PAREDE CORTINA","4"
"Libraries\US Metric\Profiles\Metal Deck","4"
"Libraries\US Metric\Detail Items\Div 06-Wood and Plastic\06100-Rough Carpentry\06170-Prefabricated Structural Wood","4"
"Libraries\US Metric\Detail Items\Div 06-Wood and Plastic\06100-Rough Carpentry\06160-Sheathing","4"
"Libraries\US Metric\Profiles\Railings","4"
"Área Externa\Churrasqueiras","4"
"Libraries\US Metric\Profiles\Stairs","4"
"Libraries\US Metric\Pipe\Valves\Multi-Purpose Valves","4"
"Libraries\US Metric\Pipe\Valves\Backflow Preventers","4"
"Libraries\US Metric\Duct\Accessories\Filters","4"
"Imperial Library\Detail Components\Div 08-Openings\083300-Coiling Doors and Grilles","4"
"Telhado\Telhados\Roof Elements","4"
"Telhado\Telhados\COBERTURA E MADEIRAMENTO\TELHAS E CUMEEIRAS","4"
"Libraries\US Metric\Lighting\Architectural\External","4"
"Detail Components\Beam and  Block","4"
"Libraries\US Metric\Electrical\MEP\Electric Power\Appliances","4"
"Libraries\US Metric\Mechanical\Architectural\Air-Side Components\Air Terminals","4"
"Elementos de Construção\Perfis\Rodapés","4"
"Imperial Library\Detail Components\Div 05-Metals\055000-Metal Fabrications\055100-Metal Stairs","4"
"Esteiras","4"
"Sinalização\Sinalização de Transito\Sistema de mobiliário\Partições","4"
"Elementos de Construção\Perfis\Portas","4"
"Libraries\US Metric\Mechanical\MEP\Air-Side Components\Coils","4"
"TAG","4"
"Imperial Library\Detail Components\Div 06-Wood and Plastic\064000-Architectural Woodwork\064300-Wood Stairs and Railings","4"
"Elementos de Construção\Perfis\Meio-Fio","4"
"TEXTURAS\Telhados-telhas","4"
"Libraries\US Metric\Mechanical\MEP\Water-Side Components\Tanks","4"
"Esquadrias\Portas\De Correr\VIDRO","4"
"Sprinklers\Incendio\New Revit 2012 Models\Valves\G-6000","4"
"Libraries\US Metric\Duct\Fittings\Oval\Crosses","4"
"Imperial Library\Detail Components\Div 06-Wood and Plastic\061600-Sheathing","4"
"Hidráulico\Hidráulica\Arquitetura\Peças\Banheiros","4"
"Hidráulico\Hidráulica\Arquitetura\Peças\Banheiras","4"
"Componente de Detalhe\Div 06-Madeira e plástico\06100-Carpintaria bruta\06160-Revestimento","4"
"Libraries\Brazil\Tubulação\Válvulas\Prevenções de refluxo","4"
"Elementos de Construção\Estacionamento","4"
"FABRICANTES\Celite\Metais\Complementos","4"
"Imperial Library\Imperial Library\Detail Components\Div 05-Metals\055000-Metal Fabrications\055100-Metal Stairs","4"
"Sala\F) MUEBLES VARIOS","4"
"Imperial Library\Imperial Library\Detail Components\Div 06-Wood and Plastic\061600-Sheathing","4"
"Mecânica\MEP\Componentes secundários de ar\Serpentinas","4"
"Sala\D) TV","4"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Monocomandos Decamix","4"
"Arquitetura\01 - Banheiro\Mictórios","4"
"Mecânica\Parafusos e Porcas","4"
"Libraries\Brazil\Tubulação\Conexões\Ferro flexível NB\Soquete","4"
"Imperial Library\Imperial Library\Detail Components\Div 06-Wood and Plastic\064000-Architectural Woodwork\064300-Wood Stairs and Railings","4"
"Meios de transportes\Meios de transporte\Maritimo","4"
"Imperial Library\Imperial Library\Detail Components\Div 08-Openings\083300-Coiling Doors and Grilles","4"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Loucas\Village","4"
"Arquitetura\02 - Cozinha\Eletrodomésticos","4"
"Libraries\Brazil\Proteção contra incêndio\Válvulas","4"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Loucas\Mictorios","4"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Loucas\Duomo Plus","4"
"Libraries\Brazil\Hidráulica\MEP\Conexões\Eletrodomésticos","4"
"MESAS E CADEIRAS\Uso específico","4"
"Libraries\Brazil\Tubulação\Válvulas\Válvula de gaveta","4"
"Esquadrias\Janelas\FIXA","4"
"Esquadrias\Janelas\VENEZIANA","4"
"Sinalização\Símbolos de cota de elevação","4"
"Libraries\US Metric\Structural Connections\Mounting Parts\Thermal Break","4"
"Arquitetura\00 - Esquadrias\Paredes Cortina\Portas para Paredes Cortina","4"
"ESTRUTURAS\Estruturas Metálicas\Treliças\00","4"
"Comp de det\Div 09-Acabamentos\09200-Emboço e placa de gesso\09270-Acessórios parede de gesso","4"
"Imperial Library\Detail Components\Structural\Concrete","4"
"Comp de det\Div 09-Acabamentos\09100-Montagens de suporte de metal\09110-Estrutura da parede sem arrimo","4"
"Libraries\US Metric\Boundary Conditions","4"
"Mecânica\Arquitetura\Componentes secundários de ar\Terminais de ar","4"
"Hidráulico\Familias Tigre\Conexoes_Drywall","4"
"Libraries\US Metric\Annotations\Electrical\Conduit","4"
"Libraries\US Metric\Annotations\Electrical\Cable Tray","4"
"Tubulação\Conexões\Ferro flexível NB\Soquete","4"
"Cozinha\Pias e Cubas","4"
"Luminária\Exterior","4"
"Comp de det\Div 08-Portas e janelas\08400-Ent e vitrine\08410-Vitrine metal","4"
"Imperial Library\Imperial Library\Detail Components\Div 03-Concrete\031500-Concrete Accessories","4"
"Luminária\Lighting Fixtures\Exterior","4"
"Libraries\Brazil\Tubulação\Válvulas\Válvulas de propósitos múltiplos","4"
"Libraries\US Metric\Annotations\Electrical\TickMarks","4"
"Mobiliário\Interiores - Mesa","4"
"Libraries\US Metric\Fire Protection\Valves","4"
"Elementos de Arquitetura\Cobertura\COBERTURA E MADEIRAMENTO\TELHAS E CUMEEIRAS","4"
"Arquitetura\09 - Área Externa\Cercas e Portões","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Spin","4"
"Instalações\Equipamento de hidráulica (1)\MEP\Acessórios\Drenagens","4"
"Elementos de Arquitetura\Cobertura\COBERTURA E MADEIRAMENTO\MARQUISES E VENEZIANAS","4"
"Libraries\Brazil\Duto\Acessórios\Filtros","4"
"Instalações\Equipamento elétrico\Elétrica\MEP\Alimentação elétrica\Eletrodomésticos","4"
"Elementos de Arquitetura\Cobertura\COBERTURA E MADEIRAMENTO\CLARABÓIAS E MANSARDAS","4"
"FABRICANTES\Herman Miller Collection\Action Office System\2 Work Surfaces\2 Corner","4"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Comp de det\Div 04-Alvenaria\04200-Unidades de alvenaria de barro","4"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\Conexões\Oval\Cruzamentos","4"
"Libraries\Brazil\Conduíte\Conexões\NB PVC","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Banho\Acqua Plus Quadratta","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Twist","4"
"Libraries\Brazil\Condições de limite","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Stick","4"
"Libraries\Brazil\Duto\Conexões\Oval\Cruzamentos","4"
"Arquitetura\09 - Área Externa\Camping","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Soul","4"
"Itens de detalhe\Mecânica\Tubulação de serviço da construção\Resíduos sanit e tubulação de vent","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Polo","4"
"HABITACÃO\03. DORMITORIO\E) VESTIDOR","4"
"Itens de detalhe\Proteção térmica e umidade\Seladores de junta\Selador de junta","4"
"Obra ou Construção\obras\Veículos\MARÍTIMO","4"
"Portas e janelas\Portas Comerciais de Vidro","4"
"Banheiro\B) MUEBLES CAJÓN","4"
"Pias\Cubas Deca\Cubas de piso","4"
"FABRICANTES\Herman Miller Collection\1 Seating\2 Lounge Seating","4"
"Obra ou Construção\obras\Veículos\Veículos e estacionamento","4"
"Pias\Cubas Deca\Cubas de apoio - sobrepor","4"
"FABRICANTES\Herman Miller Collection\3 Storage\1 Storage","4"
"Condições de limite","4"
"office\Armarios","4"
"Portas e janelas\portas\GIRATÓRIA","4"
"Banheiro\D) BIDETS","4"
"Instalações\Equipamento elétrico\LG Eletrica\REVIT Indoor Unit Files\LG_VRF_Indoor_Floor","4"
"Vegetação\Jardim Vertical","4"
"Anotaciones\Anotações\Mecânica","4"
"FABRICANTES\Herman Miller Collection\My Studio Environments\1 Infrastructure\2 Energy Distribution","4"
"Lavatórios e Bancadas","4"
"FAMILIAS do SOBRADO\Proteção contra incêndio\Válvulas","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Monocomandos\ContemporÔnea","4"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\PVC NB","4"
"Lajes","4"
"EQUIPAMENTOS ELETRÔNICOS\Eletrônicos\Impressora","4"
"PERFIL\Perfis\Perfis de divisão","4"
"Janelas\Moldurada","4"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Comp de det\Div 11-Equipamento\11160-Equipamento de doca de carregamento","4"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Equipamento especial\Escada de mão","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Banho\Deca Dive","4"
"Janelas\Persiana","4"
"PERFIL\Perfis\Laje","4"
"FAMILIAS do SOBRADO\Elétrica\MEP\Alimentação elétrica\Eletrodomésticos","4"
"Veículo","4"
"Itens de detalhe\Madeira e plástico\Carpintaria bruta\Revestimento","4"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\Conexões\Retangular\Calças e Vs","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Banho\Balance 12","4"
"Elementos de Arquitetura\Cobertura\Telhados\Chaminés","4"
"Veículos\Vehiculos","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Wish","4"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\Conexões\Perfis","4"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\Tubulação\Conexões\Redondo\Cruzamentos","4"
"Concreto","4"
"Libraries\Brazil\Anotações\Elétrica\MarcasIndicadoras","4"
"Libraries\Brazil\Anotações\Elétrica\Conduíte","4"
"Libraries\Brazil\Anotações\Elétrica\Bandeja de cabo","4"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Luminárias\Exterior","4"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Comp de det\Div 06-Madeira e plástico\06100-Carpintaria bruta\06160-Revestimento","4"
"Libraries\Brazil\Hidráulica\MEP\Conexões\Conectores","4"
"Portas e janelas\portas\biblioteca BIM Pormade - DRZ\Light","4"
"Itens de detalhe\Concreto\Formas e acessórios de concreto\Acessórios de concreto","4"
"Contra Incendio","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Cozinha\Belle Epoque Tradicional","4"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Equipamento especial\Sala de aula-Biblioteca","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Duna","4"
"Equipamento Especial\Escada de mão","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Cubas\Cubas de apoio - sobrepor","4"
"Portas e janelas\PUERTAS Y VENTANAS\PUERTAS GARAGE-COMERCIAL","4"
"instrumento musical","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Cozinha\Filtros","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Filtros","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Cozinha\Targa","4"
"Banheiro\Bathroom - disable","4"
"Instalações\Equipamento elétrico\Elétrica\Arquitetura\Iluminação\Luminarias\Externo","4"
"Arquitetura\10 - Elementos de Construção\Perfis\Meio-Fio","4"
"Ponto de Onibus","4"
"Paisagismo\Jardim Vertical","4"
"Elementos de Arquitetura\Elevadores","4"
"FABRICANTES\Fortlev\reservatorios\caixas","4"
"FABRICANTES\Docol\Hidraulicos\Registros\Pressao","4"
"Arquitetura\05 - Equipamentos\Relógios","4"
"INTERIORES\Cozinhas\Utilidades Domesticas","4"
"Instalações\Equipamento elétrico\Elétrica\MEP\Informação e comunicação\Chamada de enfermeira","4"
"Conduíte\Conexões\NB PVC","4"
"Hidráulico\Biblioteca Deca BIM Revit\Cubas\Cubas de embutir","4"
"Libraries\Brazil\Hidráulica\MEP\Conexões\Banheiras","4"
"Arquitetura\09 - Área Externa\Toldos, Pérgolas e Coberturas","4"
"Arquitetura\10 - Elementos de Construção\Perfis\Portas","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Uso Profissional\Linha Deca Hotel","4"
"Arquitetura\10 - Elementos de Construção\Perfis\Rodapés","4"
"Hidráulico\Biblioteca Deca BIM Revit\Cozinha\Targa","4"
"Mobiliário\Mesas\Mesas de Jantar","4"
"Familias de Hidraulica\Familias Tigre\Caixas e Ralos\Acessorios","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Uso Profissional\Linha Conforto","4"
"Libraries\Brazil\Hidráulica\Arquitetura\Conexões\Banheiros","4"
"Libraries\Brazil\Hidráulica\Arquitetura\Conexões\Banheiras","4"
"Variados\Blocos revit","4"
"Portas e janelas\biblioteca BIM Pormade - DRZ\Light","4"
"PNE","4"
"Portas e janelas\portas\Portas_correr_2_folhas_vidro","4"
"Acopladores do vergalhão estrutural","4"
"Libraries\Brazil\Elétrica\MEP\Alimentação elétrica\Eletrodomésticos","4"
"Painéis\Paineis de Parede","4"
"Itens de detalhe\Metais\Controle de expansão\Montagem da cobertura da junta de expansão","4"
"HABITACÃO\04. SALÓN\pack muebles","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Acessorios Clean","4"
"Portas e janelas\portas\Pivotante","4"
"Hidráulico\Bathroom - disable","4"
"N°8\Lâmpadas_Famílias_Tutorial_3","4"
"Banheiro\I) URINARIOS","4"
"Arquitetura\07 - Vegetais\Jardineiras e Proteções","4"
"Variados\Símbolos de cota de elevação","4"
"PERFIL\Perfis\Deck de metal","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Acess¾rios Liv","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Cozinha\Disco","4"
"Instalações\Equipamento de hidráulica (1)\Arquitetura\DecaBIM\Thrive Portfolio\3 Work Organizers","4"
"PERFIL\Perfis\Corrimãos","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Cozinha\Duna Classica","4"
"Painéis\Painel de Cortina por Padrão\Painel Decorativo","4"
"Equipamento Especial\Residencial","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Cozinha\Duna Quadratta","4"
"Portas e janelas\porta de correr","4"
"Banheiro\Bacias","4"
"Obra ou Construção\obras\Jogos","4"
"Portas e janelas\Pivotante","4"
"Portas e janelas\portas\Portas Comerciais de Vidro","4"
"Itens de detalhe\Portas e janelas\Portas especializadas\Portas de enrolar e grelhas","4"
"EQUIPAMENTOS ELETRÔNICOS\Informática","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Dream","4"
"INTERIORES\Escritório\Cadeiras","4"
"Mobiliário\Sala\Puff","4"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Acessorios Disco","4"
"DORMIT.OFIC.BIBLIOTECA\SALAS\Haworth_Inc","3"
"PERFIL\Perfis\Escadas\Específico do Brasil","3"
"ESTRUTURAS\Estruturas de Concreto\Vigas","3"
"Libraries\US Metric\Structural Framing\Concrete","3"
"Hidráulico\Familias Tigre\Registros e Valvulas\Registros de Esfera","3"
"Libraries\US Metric\Specialty Equipment\Classroom-Library","3"
"Libraries\US Metric\Specialty Equipment\Elevators and Lifts","3"
"Libraries\US Metric\Specialty Equipment\Ladders","3"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Produtos Economizadores\Decamatic Eco mict¾rio","3"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Produtos Economizadores\Decamatic","3"
"ESTRUTURAS\PERFIS","3"
"Hidráulico\Familias Tigre\Registros e Valvulas\Registros de Gaveta e Pressão Docol JET 30","3"
"Hidráulico\Hidráulica\MEP\Equipamento\Sanitário","3"
"ESTRUTURAS\ELEMENTOS CONSTRUTIVOS\GUIAS","3"
"Elementos de Arquitetura\Escadas\Escadas","3"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Monocomandos\Vogue Plus","3"
"Detail Components\Structural\Steel\Symbols","3"
"Iluminação\LUMINÁRIAS\FORRO","3"
"Detail Components\Structural\Concrete","3"
"Libraries\US Metric\Mechanical\MEP\Water-Side Components\Water Filters","3"
"Portas e janelas\Elevação","3"
"Estrutural\Estrutura\Concreto pré-moldado","3"
"Supermercado\Caixa","3"
"Portas e janelas\Doors & Windows_By_Marcos_Riacho\MA_Blindex_Doors","3"
"Elementos de Construção\Perfis\Paredes Cortina","3"
"Dispositivos de alarme de incêndio","3"
"SYMBOLS\SECTION","3"
"Arquitetura\10 - Elementos de Construção\Perfis\Toldos","3"
"Iluminação\TETO","3"
"Telhado\Telhados\COBERTURA E MADEIRAMENTO","3"
"Componente de Detalhe\Div 04-Alvenaria\04200-Unidades de alvenaria de barro","3"
"Arquitetura\10 - Elementos de Construção\Perfis\Paredes Cortina","3"
"Imperial Library\Annotations\Electrical","3"
"Detail Components\Gutters","3"
"Libraries\US Metric\Furniture","3"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Cozinha\Prata","3"
"Estrutural","3"
"Libraries\US Metric\Pipe\Fittings\Steel Flanges\Class 150","3"
"Libraries\US Metric\Pipe\Fittings\Steel Flanges\Class 1500","3"
"Libraries\US Metric\Pipe\Fittings\Steel Flanges\Class 300","3"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Monocomandos\Axis","3"
"Iluminação","3"
"Dispositivos de segurança\Dispositivos de segurança","3"
"Libraries\US Metric\Profiles\Division Profiles","3"
"Libraries\US Metric\Profiles\Curtain Wall","3"
"Libraries\US Metric\Plumbing\MEP\Fixtures\Urinals","3"
"Iluminação elétrica\Iluminação Eletrica\Emergencia","3"
"Libraries\US Metric\Plumbing\MEP\Fixtures\Showers","3"
"Iluminação elétrica\Iluminação Eletrica\Holofotes","3"
"Libraries\US Metric\Plumbing\MEP\Fixtures\Drains","3"
"Banheiro\Acessórios\Secadores","3"
"Portas e janelas\F) TRES O MAS HOJAS","3"
"ESTRUTURAS","3"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Metais\Spot","3"
"Arquitetura\10 - Elementos de Construção\Perfis\Calhas","3"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Cozinha\Aspen","3"
"Libraries\US Metric\Pipe\Valves\Check Valves","3"
"Estrutural\Estruturas de Concreto\Vigas","3"
"Sprinklers\Incendio\New Revit 2012 Models\Valves\G-3000","3"
"Libraries\US Metric\Pipe\Fittings\Steel Flanges\Class 900","3"
"Libraries\US Metric\Pipe\Fittings\Steel Flanges\Class 400","3"
"Familias de Hidraulica\Biblioteca Deca BIM Revit\Banho\Duchas manuais","3"
"Banheiro\Banheiro residencial","3"
"FAMILIAS do SOBRADO\comodas, armarios","3"
"Hidráulico\Familias Tigre\Gas","3"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\Torneiras de parede","3"
"Mobiliário\tamborete de bar","3"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\Unic","3"
"FABRICANTES\Fortlev\reservatorios\cisterna","3"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\Wish","3"
"Hidráulico\Biblioteca Deca BIM Revit\Banho\Acqua Plus Quadratta","3"
"Arquitetura\04 - Mobiliário\Cortinas","3"
"Portas e janelas\portas\porta com bandeira\porta com bandeira","3"
"Electrodomesticos\Oficina","3"
"Obra ou Construção\obras\1. COCHES MOTOS, BICIS, BARCOS","3"
"FABRICANTES\Deca BIM\Metais\Targa","3"
"Obra ou Construção\obras\Postes","3"
"Hidráulico\BIDETS","3"
"FABRICANTES\Deca BIM\Metais\Polo","3"
"Metric Library\Annotations\Tags\General","3"
"HABITACÃO\03. DORMITORIO\F) VARIOS","3"
"Brises e Pergolado","3"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Banho\Aquamax","3"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Banho\Balance 12","3"
"QUARTO\E) VESTIDOR","3"
"FABRICANTES\Deca BIM\Metais\Duna Classica","3"
"Obra ou Construção\obras\Urbanismo\Equipamentos Urbanos\PARQUES INFANTIS","3"
"Casa de Cachorro","3"
"Casa de Cachorro\Casa de Cachorro","3"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Banho\Dream","3"
"BLOCOS REVITSinalização de Transito (Placas setas sinalização de estacionamentos e outros)","3"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\Sky","3"
"Arquitetura\04 - Mobiliário\Mesas\Comerciais","3"
"Blocos de vidro","3"
"Mobiliário\MARCENARIA","3"
"Mobiliário\Interiores - Cozinha","3"
"Hidráulico\Biblioteca Deca BIM Revit\Cubas\Cubas de apoio - sobrepor","3"
"Mobiliário\Mesas\Específico do Brasil","3"
"Mobiliário\Mesas\JANTAR","3"
"Mobiliário\Mesas\LAZER E ESTAR","3"
"Portas e janelas\Vai e vem","3"
"Banheiro\Lavaderos\Lavaderos\Lavaderos","3"
"Pré-moldado estrutural\Lajes personalizadas","3"
"FABRICANTES\Docol\Hidraulicos\Bases para Misturadores\BaseTec","3"
"Mobiliário\COZINHA\Mesas\De centro e canto","3"
"Mobiliário\COZINHA\Eletrodomesticos\Expositor","3"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Banho\Max","3"
"FABRICANTES\Docol\Banheiro\Complementos\Dispensadores de Sabao","3"
"Mobiliário\Quarto","3"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\Acessorios Clean","3"
"Arquitetura\05 - Equipamentos\Som","3"
"FABRICANTES\Docol\Banheiro\Chuveiros\Alta Seguranca","3"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\Dream","3"
"Mobiliário\Redes de Dormir","3"
"Mobiliário\Camas e Berços\Dormitório infantil\Berços","3"
"Mobiliário\Sala de Estar\A) SOFAS","3"
"Portas e janelas\portas\Vai e vem","3"
"FABRICANTES\Fortlev\engenharia","3"
"PUERTAS\E) PLEGABLES","3"
"Hidráulico\Biblioteca Deca BIM Revit\Metais\Link Quadratta","3"
"Hidráulico\Biblioteca Deca BIM Revit\Loucas\Unic","3"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Banho\Redondo","3"
"FABRICANTES\Deca BIM\Metais\Aspen","3"
"Obra ou Construção\obras\Veículos\Veículos e estacionamento\Estacionamento","3"
"Comp de det\Div 03-Concreto\03300-Concreto concretado no local\03310-Concreto estrutural","3"
"Arquitetura\02 - Cozinha\Conjuntos","3"
"Sala\E) CHIMENEAS","3"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Painéis de parede cortina","3"
"Comp de det\Div 06-Madeira e plástico\06050-Materiais e métodos plástico básicos\06090-Cavilhamento mad e plást","3"
"Mecânica\MEP\Componentes secundários de água\Filtros de água","3"
"Familias de Hidraulica\Familias Tigre\Serie Normal","3"
"Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Produtos Economizadores\Decamatic","3"
"FABRICANTES\Herman Miller Collection\Supplemental Products\2 Lighting","3"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Perfis\Parede cortina","3"
"Familias de Hidraulica\Familias Tigre\Registros e Valvulas\Registros de Gaveta e Pressão Docol JET 30","3"
"Familias de Hidraulica\Familias Tigre\Registros e Valvulas\Registros de Esfera","3"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Equipamento especial\Residencial","3"
"Comp de det\Div 06-Madeira e plástico\06100-Carpintaria bruta\06180-Construção de laminado colado","3"
"Elementos de Arquitetura\Cortina de vidro\Deck","3"
"DORMIT.OFIC.BIBLIOTECA\SILLONES","3"
"Portas e janelas\porta com bandeira\porta com bandeira","3"
"Hidráulico\Familias Tigre\Caixas e Ralos\Corpo Caixas e Ralos","3"
"Familias de Hidraulica\Familias Tigre\Conexoes_Drywall","3"
"Luminárias\Exterior","3"
"Paisagismo\Arvores selecionadas","3"
"Paisagismo\Decoraçao com vasos de plantas","3"
"Familias de Hidraulica\Familias Tigre\Caixas e Ralos\Corpo Caixas e Ralos","3"
"Lojas\Chapelaria","3"
"ESTRUTURAS\PERFIS\Rufos e Pingadeiras","3"
"Arquitetura\01 - Banheiro\Bidês","3"
"Elementos de Construção\Perfis\Calhas","3"
"Hidráulico\Familias Tigre\Linha Leve","3"
"Elementos de Construção\Elevadores","3"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Comp de det\Div 09-Acabamentos\09200-Emboço e placa de gesso\09220-Emboço de cimento Portland","3"
"Elementos de Arquitetura\Cobertura","3"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Anotações\Elétrica","3"
"GYM","3"
"RECREATIVOS\Barracas","3"
"Framing\Concrete","3"
"Framing estrutural\Concreto","3"
"Portas e janelas\portas\Doors & Windows_By_Marcos_Riacho\MA_Blindex_Doors","3"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Comp de det\Div 04-Alvenaria\04400-Pedra","3"
"Mesas\Interiores - Mesa\Nova pasta","3"
"Elementos de Arquitetura\Torres de Madeira","3"
"Colunas\Aço","3"
"FIXTURE-GENERIC MODEL","3"
"FAMILIAS do SOBRADO\mesas\Específico do Brasil","3"
"Mesas\Café","3"
"FABRICANTES\Deca BIM\Cuba\Cubas especiais","3"
"ORIGINAIS DO REVIT\RAC 2011\Metric Library\Comp de det\Div 05-Metais\05400-Estrutura metálica formada a frio\05420-Caibros de metal formados a frio","3"
"FAMILIAS do SOBRADO\Vigas estruturais\Concreto","3"
"Sala\Armário - Conjuntos","3"
"Meios de transportes\Trem","3"
