"action","reason","id","family_name","category","symbols","used_symbols_detected","review_candidate"
"MANTER","Familia base ou potencialmente util no template","4622398","Pendant_Light_Fixture_-_BetaCalco_Belaro_16quot_5316 (1)","Luminárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4622367","Pendant_light_ZAHA_LIGHT_18374","Luminárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4622207","Ponto de Luz Simples na Parede Arandela_Com caixa 4x2","Luminárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4622326","Ponto de Luz no Teto com caixa octogonal 4x4","Luminárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4622298","Ponto de Luz no Teto com caixa octogonal Reforçado 4x4","Luminárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4622257","Ponto de Luz no Teto com caixa octogonal Reforçado suporte lajota 4x4","Luminárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4621339","SonneLITER_10586","Luminárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4621319","Spot de Embutir","Luminárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4621293","Square_Ceiling_light_16902","Luminárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4620722","Vintage_Pendant_Lights_20_20572","Luminárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4619495","ZAHA_LIGHT_white_chandelier","Luminárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4619470","Zero-Revit-Silo-Floor-ZERO-138075-bim152cfba","Luminárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4622989","ikea_led_pendant_lamp_vaster_15196","Luminárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103245","luminaria-hiper-led-9w","Luminárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4103230","luminaria-led-smd-universal-11w","Luminárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3134210","pendente luminária","Luminárias","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4621210","suspended_light_-_umbrella_10054","Luminárias","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4623246","FASE","Marcas da fiação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4616000","M_Marca indicadora de círculo","Marcas da fiação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4616017","M_Marca indicadora de gancho","Marcas da fiação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4616051","M_Marca indicadora de linha curta","Marcas da fiação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4616034","M_Marca indicadora de linha longa","Marcas da fiação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4616564","M_Marca indicadora de neutro","Marcas da fiação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4616543","M_Marca indicadora de terra","Marcas da fiação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4618078","NEUTRO","Marcas da fiação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4620964","TERRA","Marcas da fiação","0","0","NAO"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","3341824","Cabeça do corte - Seta preenchida1","Marcas de corte","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3626795","Cabeça do corte - Seta preenchida2","Marcas de corte","0","0","NAO"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","3342113","Cabeça do corte - Seta preenchida3","Marcas de corte","1","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","3342402","Cabeça do corte - Seta preenchida4","Marcas de corte","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4489558","Extremidade inferior do corte - Seta preenchida1","Marcas de corte","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3626824","Extremidade inferior do corte - Seta preenchida2","Marcas de corte","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3632918","M_Cabeça do corte - Aberta","Marcas de corte","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4488495","M_Cabeça do corte - Aberto","Marcas de corte","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3632935","M_Cabeça do corte - Preenchida","Marcas de corte","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4488512","M_Cabeça do corte - Preenchido","Marcas de corte","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3625563","M_Cabeça do corte - Sem seta","Marcas de corte","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4944603","M_Extremidade do corte","Marcas de corte","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4944670","M_Extremidade do corte - Aberto","Marcas de corte","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4944548","M_Extremidade do corte - Preenchido","Marcas de corte","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4944586","M_Extremidade do corte - Sem seta","Marcas de corte","0","0","NAO"
"REMOVER_SUGERIDO","Familia generica/MEP detalhada ou sistema pouco usado no fluxo Edgard inicial","1160490","M_Extremidade superior do corte - Preenchido NBR","Marcas de corte","1","0","SIM"
"REMOVER_SUGERIDO","Familia generica/MEP detalhada ou sistema pouco usado no fluxo Edgard inicial","3478387","M_Final do corte - Preenchido","Marcas de corte","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3625580","M_Final do corte - Preenchido na horizontal","Marcas de corte","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3635700","M_Section Head - Filled","Marcas de corte","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4100591","M_Section Head - No Arrow","Marcas de corte","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4100608","M_Section Head - Open","Marcas de corte","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3635717","M_Section Tail - Filled","Marcas de corte","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4100625","M_Section Tail - Filled Horizontal","Marcas de corte","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3634878","RSB - Section Head","Marcas de corte","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3633811","RSB - Section Tail","Marcas de corte","0","0","NAO"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","553272","head - CORTE","Marcas de corte","2","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","103436","head - CORTE - CAUDA PREENCHIDA","Marcas de corte","1","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","6135","head - CORTE - CAUDA PREENCHIDA HORIZONTAL","Marcas de corte","1","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","102917","head - CORTE - SEM SETA","Marcas de corte","1","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","2298124","head - CORTE Seta Apenas","Marcas de corte","2","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","2297864","head - CORTE Seta Apenas Direita","Marcas de corte","2","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","2844481","E01","Marcas de elevação","2","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","2848264","E02","Marcas de elevação","2","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","2848292","E03","Marcas de elevação","2","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","2848320","E04","Marcas de elevação","2","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","2837350","E05","Marcas de elevação","2","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","2837348","E06","Marcas de elevação","2","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","2837344","E07","Marcas de elevação","2","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","2837342","E08","Marcas de elevação","2","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4098959","Elevation Mark Circle - Upgrade","Marcas de elevação","0","0","NAO"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","4098988","Elevation Mark Pointer_Circle","Marcas de elevação","3","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","4099014","Elevation Mark Pointer_Square","Marcas de elevação","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4099013","Elevation Mark Square - Upgrade","Marcas de elevação","0","0","NAO"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","2844805","Elevação - Marca de Elevação","Marcas de elevação","1","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","1160144","Elevação Circular NBR","Marcas de elevação","1","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","1239627","Elevação Padrão NBR","Marcas de elevação","1","0","SIM"
"REMOVER_SUGERIDO","Familia generica/MEP detalhada ou sistema pouco usado no fluxo Edgard inicial","4489465","M_Apontador de marca Elevação_Círculo-10 mm","Marcas de elevação","3","0","SIM"
"REMOVER_SUGERIDO","Familia generica/MEP detalhada ou sistema pouco usado no fluxo Edgard inicial","3625841","M_Apontador de marca Elevação_Quadrado","Marcas de elevação","4","0","SIM"
"REMOVER_SUGERIDO","Familia generica/MEP detalhada ou sistema pouco usado no fluxo Edgard inicial","3465071","M_Apontador de marca de Elevação_Círculo","Marcas de elevação","6","0","SIM"
"REMOVER_SUGERIDO","Familia generica/MEP detalhada ou sistema pouco usado no fluxo Edgard inicial","3465101","M_Apontador de marca de Elevação_Círculo-12 mm","Marcas de elevação","2","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4553992","M_Corpo de marca Elevação-Círculo-10 mm","Marcas de elevação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3625891","M_Corpo de marca Elevação_Círculo-10 mm","Marcas de elevação","0","0","NAO"
"REMOVER_SUGERIDO","Familia generica/MEP detalhada ou sistema pouco usado no fluxo Edgard inicial","3464235","M_Corpo de marca Elevação_Círculo-12 mm","Marcas de elevação","1","0","SIM"
"REMOVER_SUGERIDO","Familia generica/MEP detalhada ou sistema pouco usado no fluxo Edgard inicial","3465154","M_Corpo de marca Elevação_Círculo-12 mm1","Marcas de elevação","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3625866","M_Corpo de marca Elevação_Quadrado","Marcas de elevação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4618132","M_Elevation Mark Body_Circle-10mm","Marcas de elevação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3635241","M_Elevation Mark Body_Circle-12mm","Marcas de elevação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4618106","M_Elevation Mark Body_Square","Marcas de elevação","0","0","NAO"
"REMOVER_SUGERIDO","Familia generica/MEP detalhada ou sistema pouco usado no fluxo Edgard inicial","4622554","M_Elevation Mark Pointer_Circle-10mm","Marcas de elevação","3","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4622529","M_Elevation Mark Pointer_Circle-12mm","Marcas de elevação","0","0","NAO"
"REMOVER_SUGERIDO","Familia generica/MEP detalhada ou sistema pouco usado no fluxo Edgard inicial","4622504","M_Elevation Mark Pointer_Square","Marcas de elevação","4","0","SIM"
"REMOVER_SUGERIDO","Familia generica/MEP detalhada ou sistema pouco usado no fluxo Edgard inicial","3625816","M_Ponteiro da marca de elevação_Círculo-10 mm","Marcas de elevação","3","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3633906","RSB - Elevation Mark Body_Building","Marcas de elevação","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3633931","RSB - Elevation Mark Body_Interior","Marcas de elevação","0","0","NAO"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","3635212","RSB - Elevation Mark Pointer_Exterior","Marcas de elevação","1","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","3635214","RSB - Elevation Mark Pointer_Interior","Marcas de elevação","1","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","533216","head - ELEVATION MARK BODY Circle-12mm","Marcas de elevação","6","0","SIM"
"PROTEGER_REVISAR","Categoria de anotacao/carimbo/tag; pode parecer sem uso no template mas e importante","300804","head - ELEVATION MARK POINTER","Marcas de elevação","4","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3309916","Aparador Hatch200x50x80cm Metal com Vidro","Mobiliário","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3628364","Armario despensa 120x180","Mobiliário","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2927789","Armário Base RETO","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3123607","Armário Base em L","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3124453","Armário Base em U","Mobiliário","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3628292","BED_9020","Mobiliário","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3629814","BED_NEW_9026","Mobiliário","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3005453","Buffet Vitória 130cm","Mobiliário","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3628274","Bunk_Bed_2795","Mobiliário","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3353916","CAMA CASAL 02","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3354666","CAMA SOLTEIRO 01","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3344521","Cadeira 121","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3342683","Cadeira 82","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3343452","Cadeira 91","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3455420","Chair-Executive","Mobiliário","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3628574","Churrasqueira de alvenaria","Mobiliário","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3629743","Comoda","Mobiliário","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3629473","Contemporary_Office_Desk_16786","Mobiliário","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3628002","Craftsman_Bedroom_Set_Queen_Bed_Night_Stands_Dresser_12824","Mobiliário","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3629425","Holly_Hunt_Hadrien_Sofa_2_15171","Mobiliário","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3446175","L-shaped_office_desk_18130","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3005121","LE BANQUET MESA 200X105","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3444027","Lapalma_Bar_Stool_293180","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3518509","MESA DE VIDRO","Mobiliário","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3625703","M_Escrivaninha","Mobiliário","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2905160","Mesa de Escritório L Paramétrica","Mobiliário","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3629400","Mesa-Café","Mobiliário","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3527098","Pergolado Lins","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2622299","Pergolado Paramétrico","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3005275","Poltrona 02","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2987589","Poltrona Barcelona Chair","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2991249","Poltrona Lounge Chair","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3020536","Poltrona Paramétrica","Mobiliário","2","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2985920","Poltrona Wassily Chair","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2931553","Porta Cava Matriz (horizontal e vertical)","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3118067","Porta Cava Matriz (horizontal)","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3119926","Porta Cava Matriz (vertical)","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2937707","Porta Cava Peça Única","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3112866","Porta Puxador Perfil Matriz (horizontal e vertical)","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3076890","Porta Puxador Perfil Matriz (horizontal)","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3165030","Porta Puxador Perfil Matriz (vertical)","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3078537","Porta Puxador Perfil Peça Única","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3179367","Porta Puxador Sobrepor Matriz (horizontal e vertical)","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3176056","Porta Puxador Sobrepor Matriz (horizontal)","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3172668","Porta Puxador Sobrepor Matriz (vertical)","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3175582","Porta Puxador Sobrepor Peça Única","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3171213","Puxadores","Mobiliário","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3628097","QueenKing_Bed_18429","Mobiliário","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2647668","Sofa2","Mobiliário","10","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3629771","Table_with_Chairs_11332","Mobiliário","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3005156","WIEN CADEIRA","Mobiliário","1","0","SIM"
"REMOVER_SUGERIDO","Familia generica/MEP detalhada ou sistema pouco usado no fluxo Edgard inicial","3298699","_Produtos_Arq_Bib_Craftsman01","Mobiliário","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3628343","akrimee_book_cabinet_17779","Mobiliário","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3628996","plasma_screen_with_full_home_theatre_system_4277","Mobiliário","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2934048","portaCavaMatrizHorizontal","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2818432","portaCavaPadrao","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2934049","portaCavaVersao07","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2823218","portaMobiliario","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2823252","puxadorSobreporInox212mm","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3021155","sofa alphabet 2 lugares","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3021126","sofa alphabet 3 lugares","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3021108","sofá clássico","Mobiliário","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2420739","Alumil Chic no lock","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3311841","BANCOS ILHA","Modelos genéricos","2","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3636874","BLOCO 6 FUROS 9X14X19","Modelos genéricos","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2662894","Brise painel vertical","Modelos genéricos","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3629273","Cadeira de Bancada","Modelos genéricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4490968","Caixa de Drenagem","Modelos genéricos","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2631779","Chuveiro_Ducha_Lorenzetti_Acqua_Storm","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3366489","Closet_6048-0001","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2638405","Cobogó Paramétrico 1 a 9","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2643054","Cobogó Paramétrico a-b","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2641869","Cobogó Paramétrico c-d-h-l-m-n-o-p-t-u","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2705038","Cobogó circular base em parede - array","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2083874","Colonial 3pts","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2091611","Colonial 4pts","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2099601","Colonial 5pts","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2107623","Colonial 6pts","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2115641","Colonial 7pts","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2121507","Colonial 8pts","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2127549","Colonial cumeeira","Modelos genéricos","3","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3630201","Complete_Kitchen_With_Holdspline_15312","Modelos genéricos","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3132219","Cortar Circular","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2928674","Cortar Retangular ou Quadrado","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2649739","Corte lateral de container","Modelos genéricos","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","3629493","Elevador com estrutura","Modelos genéricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3629586","Elevator_10913","Modelos genéricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4491009","Escada Pre moldada","Modelos genéricos","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2369055","Floor Guide_Agile","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2631568","Gralha Para Churrasqueira Paramétrica","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2631592","Grelha para Churrasqueira","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2369025","Handle_Flat","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3435165","Kitchen_-_Revit_2011_11228","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3426305","Kitchen_-_Revit_2011_11228 invertido","Modelos genéricos","1","0","SIM"
"MANTER","Familia base ou potencialmente util no template","4042666","Lajota Ceramica","Modelos genéricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","4042648","Lajota Ceramica Cortada 5cm","Modelos genéricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3636907","Lajota Cerâmica H7-30","Modelos genéricos","0","0","NAO"
"MANTER","Familia base ou potencialmente util no template","3628943","Lavadora 22","Modelos genéricos","0","0","NAO"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","3005433","Le_Corbusier_LC2_by_Le_Corbusier_10589","Modelos genéricos","1","0","SIM"
"REVISAR_COM_USUARIO","Pode ser util, mas precisa escolher kit padrao antes de manter tudo","2368988","Lock Cylinder_Europrofile","Modelos genéricos","1","0","SIM"
